English word,Katakana word,Google Translate
inglenook,イングルヌック,Ingurunukku
amarascato,アマラスカート,Amara skirt
balletto,バレット,Barrett
xlv,エクスエルヴィ,Ekusueruvu~i
brut,ウーリエブリュット,Wu Rie Brut
songs,ソングス,Songs
caunette,コネット,Konetto
tail,テール,Tail
hastae,ダスティ,Dusty
clos,コンソール,Console
madeira,ディスカバリーマデラ,Discovery Madera
noir,ルル,Lulu
von,ヌスビエン,Nusubien
portellen,ポートエレン,Port Ellen
kistrer,レ,Le
aine,エネ,Energy
erikson,リーフエリクソン,Leaf Ericsson
no,サイン,Sign
portugal,ポルトガル,Portugal
cooks,クックス,Coox
lamarzelle,ラマルゼール,Ramaruzeru
makulu,マクル,Makulu
jo,ジョ,Job
prestage,ステージ,Stage
lipari,パリ,Paris
campitello,カンピテッロ,Campitello
conosurchardonnayvarietal,コノスルシャルドネヴァラエタル,Konosuru Chardonnay varietal
podernovo,ポデルノーヴォ,Poderunovu~o
nv,ジビッボ,Jibibbo
predella,プレデッラ,Purederra
williams,ウィリアムス,Williams
cup,アメリカズカップ,America's Cup
base,バーズ,Byrds
burgo,ブルゴ,Burgo
inglenook,イングルヌックカベルネ,Ingle nook Cabernet
grecanico,グレカニコ,Gurekaniko
beurrier,リエ,Rie
langlore,ラングロール,Lang roll
correggia,コレッジャ,Korejja
mormoreto,モルモレート,Morumoreto
sur,コノスル,Konosuru
crossroad,クロスロード,Crossroads
adrianna,アドリアンナ,Adorian'na
tolaini,トライーニ,Toraini
cobos,コボス,Cobos
diane,ディアンヌ,Dian'nu
glen,ローレルグレン,Laurel Glen
izutu,マスカット,Muscat
enseigneres,ザンセニエール,Zansenieru
sons,サンズ,Sands
nicole,ニコル,Nicole
concours,マレスカス,Maresukasu
village,ジル,Jill
chakalaka,チャカラカ,Chakaraka
orovite,オーロヴィーテ,Oro Vite
ose,フランセーズ,Française
verde,ヴェルデ,Verde
carrizal,サル,Monkey
paternel,パテルネル,Pateruneru
prisonnier,プリゾニエ,Purizonie
favier,レゼルヴ,Reserve
nicoluccicasetto,ニコルッチーカセット,Nico Lucci over cassette
poza,ポーザ,Interposer
brut,ブランドノアールブリュット,Brand Noir Brut
market,モダンモルトウイスキーマーケット,Modern malt whiskey market
passito,アントス,Antosu
balm,バルム,Balm
syrah,シシリー,Sicily
raillard,レ,Le
brunerro,ブルネッロ,Brunello
vendimia,ベンディミア,Bendimia
ferriol,フェリオル,Ferriol
lecci,レッキ,Reconnaissance
hors,クラッセ,Classe
spessa,スペッソ,Supesso
salento,コンティ,Conti
meiga,メイガ,Pyralid
rossa,マンドラロッサ,Mandla Rossa
vieilles,マズール,Mazur
zahel,ヘル,Hell
armaron,マロン,Mallon
erasuolo,チェラスオーロ,Cherasuoro
abril,アブリル,Abril
montepuliciano,モンテプルチアーノ,Montepulciano
sattacavaliere,カヴァリエーレ,Cavaliere
taylor,ライ,Lai
paulinshof,パオリンスホーフ,Pao rinse Hof
casks,シェリーカスクス,Sherry Cask scan
jet,ジェット,Jet
figeac,ロシェフィジャック,Rocher Figeac
emilio,マリア,Maria
reserve,ファミリリザーヴ,Family Reserve
brulee,レ,Le
rouge,イルレギ,Iruregi
felseneck,フェルゼンネック,Fersen neck
giardini,ジャルディーノ,Giardino
conego,コネゴ,Konego
shiraz,シリーズ,Series
tao,タオ,Tao
otani,ホテルニューオータニ,Hotel New Otani
lauduc,ディック,Dick
marine,マリン,Marin
pet,ペット,Pet
willi,ヴィリ,Willi
zuccardi,ズッカルディ,Zukkarudi
amiot,セット,Set
silberberg,シルバーベルグ,Silver Berg
isle,バレルズ,Barrels
munjebel,ムンジュベル,Munjuberu
fine,フィーヌ,Finu
in,サイン,Sign
vosneromanee,ロマヌ,Romanu
boschetti,ボスケッティ,Bosuketti
deanston,ディーンストン,Dean Stone
milon,ムーラン,Moulin
bordini,ボルディーニ,Boldini
gro,グロ,Gros
hardi,アルディ,Hardy
dauvissae,ドーヴィサ,Dovu~isa
prendina,プレンディーナ,Purendina
for,マクファイル,McPhail
de,ドゥー,Doubs
bergerie,ジュリー,Julie
assortment,アソートメント,Assortment
weszeli,ヴェスリ,Vu~esuri
nature,ドライフリント,Dry Flint
vervara,ヴァルヴァラ,Vu~aruvu~ara
small,アイラ,Ira
noirtoms,トムズ,Thoms
puntido,プンティード,Puntido
schonbrunn,シェーンブルン,Schonbrunn
peronne,ペロンヌ,Peronne
fr,クレール,Clair
estate,タルボット,Talbot
goureau,グーロー,Gouraud
lbl,エラ,Ella
roari,カピテルデロアリ,Kapiteruderoari
peers,チャールズ,Charles
blanco,ビアンコ,Bianco
maconige,マコンイジェ,Makon'ije
bellavista,ベラヴィスタ,Bellavista
freyburger,レイブルジェール,Ray Bull Gers
roussillon,プラネル,Puraneru
london,ロンドン,London
port,ポートシャルロット,Port Charlotte
mt,ネット,Net
grignan,ノン,Non
no,ジャン,Jean
roussill,セール,Sale
cepparello,チェパレッロ,Cheparerro
teau,ジブリオット,Ghibli husband
agricola,ラ,La
coninck,サック,Sack
monpra,モンプラ,Monpura
laure,ラ,La
louviere,ルヴィエール,Ruvu~ieru
gabriel,ルー,Lou
ss,アイス,Ice
sauvignon,カベルネソーヴィニオン,Cabernet on
loupiac,ルピアック,Rupiakku
sandeman,サンデマン,Sandeman
monthelie,シャトレ,Chatelet
pluribus,プルリバス,Pururibasu
montigny,ブルゴーニュ,Burgundy
michelle,メルロー,Merlot
teresa,テレーザ,Teresa
jardin,ルジャルダン,Le Jardin
gelso,ゲルソ,Geruso
kilkerran,キルケラン,Kirukeran
glen,グレン,Glen
reserve,ルビー,Ruby
marchesani,マルチェザーニ,Maruchezani
pellier,リエ,Rie
savennieresla,サヴニエール,Savunieru
cote,コテ,Trowel
coyote,コヨーテ,Coyote
nv,ヌーヴォー,Nouveau
barbe,バルベ,Barube
razes,ローゼ,Rose
fauquette,フォケット,Foketto
giraldin,ジラルダン,Girardin
no,ミノ,Minot
sanlucar,サンルーカル,Sanlúcar
ne,ロンヌ,Ron'nu
patapon,パタポン,Patapon
delovin,ドゥルーヴァン,Dur over Van
marondroi,ドロ,Mud
reaerva,レゼルヴァ,Reserva
rouge,マリアージュ,Mariage
brut,セルト,Sert
clotte,クロット,Clot
gru,レ,Le
independent,インディペンデント,Independent
italica,イタリカ,Italica
novea,ヌーヴォー,Nouveau
suspect,サスペクト,Suspect
sauvignonasse,ソヴィニオナス,Sovu~inionasu
juventus,ユベントス,Juventus
sulzfelder,ズルツフェルダー,Zurutsuferuda
terres,ロゼ,Rose
rollr,ローラー,Roller
lariveau,ラリボー,Raribo
clos,グラス,Glass
pucelles,ピュセル,Pucelle
ogu,オグ,Og
agape,ペ,Bae
terracruda,テラクルーダ,Terakuruda
solaria,ソラリア,Solaria
kaefferkopf,ケファルコプフ,Kefarukopufu
riserva,クラシコリセルバ,Classico Riseruba
la,レアル,Real
biotyfull,ビオティフル,Biotifuru
amoureuses,ザムルーズ,Zamuruzu
lou,ル,Le
viticoltori,ヴィティコルトリ,Vu~itikorutori
aromatico,アロマティコ,Aroma Tycho
kratos,トス,Toss
parlato,ペルラート,Perurato
noir,エラ,Ella
jafflin,フラン,Fran
pontetcant,ポンテ,Ponte
lavizois,ヴィゾワーズ,Vu~izowazu
mares,ラローズ,Larose
medocmoulis,ムーリス,Meurice
en,エナン,Henin
sou,ソウ,So
caselle,レ,Le
ginestet,ジネステ,Jinesute
regala,グリア,Greer
reserva,ラベル,Label
miguel,ゲール,Gale
ksc,ウイスキー,Whiskey
tensniere,テニエール,Tenieru
herve,ユルヴェ,Yuruvu~e
net,ミント,Mint
vendeville,バラ,Rose
carte,カルト,Cult
plisse,プリッセ,Purisse
vigneto,ヴィニエート,Vu~inieto
buisson,ビュイソン,Buisson
fuori,フオーリ,Fuori
pfalts,ファルツ,Pfaltz
fruite,フルート,Flute
off,アルファ,Alpha
encantada,エンカンターダ,Encantada
emiliana,エミリアーナ,Emiriana
yve,キュベ,Incuba-
apolo,アポロ,Apollo
brut,フリュッテル,Furyutteru
dhortense,タンス,Closet
schutenhutte,シュッツェンヒュッテ,Zing Tseng Hutte
fume,プイイフメ,Puiifume
skuttlebutt,スカットルバット,Squat Le Bat
dolcetto,ドルチェット,Dolcetto
saumon,ソーモン,Somon
joven,ヴィノ,Vino
cove,コーヴ,Cove
drc,ブロック,Block
assmannshauser,アスマンスホイザー,Assmann Suhoi Heather
appetit,アペティ,Apeti
cabernet,ベジタリアン,Vegetarian
tetta,マスカット,Muscat
opi,オピ,Opiate
arianna,アンナ,Anna
nv,トレッビアーノ,Trebbiano
hl,ライ,Lai
pressonier,プレソニエール,Puresonieru
vyd,ヴィンヤード,Vineyard
lheritage,ヘリテージ,Heritage
pedemontana,ペデモンターナ,Pedemontana
ross,ロッソ,Rosso
franciacorta,フランチャコルタ,Franciacorta
directors,ディレクターズ,Director
pick,メーカー,Manufacturer
aoc,トリンバック,Trindade back
pepe,ペ,Bae
eschenauer,エシェノエール,Eshenoeru
domino,ドミノ,Domino
neri,ネリ,Neri
carreguebeles,レゼルヴ,Reserve
id,アルフレッド,Alfred
cgm,シージーエム,Sea Jiemu
citrus,シトラス,Citrus
loriginale,ロリジナル,Rorijinaru
riva,リーヴァ,Riva
linda,リンダ,Linda
beaune,ボーヌ,Beaune
stemilion,ミリオン,Million
violante,ヴィオランテ,Vu~iorante
aieul,ライヨル,Laguiole
ac,スキエ,Sukie
douaix,デゥエ,Duje
beaupere,ペール,Pail
collio,コッリ,Colli
pelon,プラン,Plan
genestiere,ジュネスティエール,Jeunesse tee Yale
malterer,マルターラー,Marthaler
seppi,セピ,Sepi
larue,レ,Le
las,クラッセ,Classe
vectorias,ビクトリアズ,Victoria's
euganei,エウガネイ,Euganei
bouillot,フォラティエール,Fo Ratih Yale
lunera,ルネラ,Runera
falltime,フォールタイム,Fall Time
cloude,クロード,Claude
tacco,タッコ,Takko
prefillossero,プレフィロッセロ,Purefirossero
spatburgunder,ネーケルシュペートブルグンダー,Natick Kölsch adipate Burg down Zehnder
bollini,ボッリーニ,Borrini
leonetti,レオネティ,Reoneti
ramires,ラミレス,Ramirez
trentennale,トレンテンナーレ,Torenten'nare
chinuri,チヌリ,Chinuri
kevin,ケヴィン,Kevin
mills,ミルズ,Mills
struie,オーストラリア,Australia
julius,ユリウス,Julius
sla,ラ,La
fermier,ル,Le
glenlivetduncantaylor,ダンカンテイラーピアレスコレクショングレンリベット,Duncan Taylor Peerless collection Glen rivet
trintaudon,トラントードン,Strand over Don
unchillfiltred,アンチルフィルタード,Anti-Le Filtered
chateaunuf,シャトーヌフ,Chateauneuf
eis,ファウス,Fausu
le,クラ,Kula
malt,ハウスモルト,House malt
bailaora,バイラオーラ,Dancer
bortolotti,ボルトロッティ,Bolt Lotti
champonnet,タン,Tan
brut,ヴィティコルトリ,Vu~itikorutori
sir,エラー,Error
glass,リース,Lease
spumante,マンテ,Mantes
del,ロドリ,Rodori
sorga,ルージュ,Rouge
helden,ヘルデン,Heruden
ampeleia,アンペレイア,Anpereia
ve,セーヴ,Saves
valderizvaldehermoso,ヴァルデエルモソ,Vu~arudeerumoso
reserve,ラッセルリザーヴ,Russell Reserve
fils,クレッセ,Clesse
miani,ミアーニ,Miani
salus,サラス,Salas
villacreces,ヴィリャクレス,Vu~iryakuresu
sanzuan,サンズアン,Sanzuan
old,オールドグランダッドボンデッド,Old Grand Dad Bonn dead
hirondelle,リロンデル,Rironderu
patris,トリス,Tris
reserva,リザーブ,Reserve
mountain,カテナ,Catena
doc,ドック,Dock
noelle,ラ,La
contino,コンティノ,Kontino
vanessa,ヴァネッサ,Vanessa
llanura,ヤヌーラ,Yanura
kalimna,カリムナ,Karimuna
rheinhessen,ラインヘッセ,Rhinehesse
vieille,モレ,Moret
baroro,バローロ,Barolo
nicholls,シラー,Schiller
beausejour,ジュール,Jules
flowers,フラワーズ,Flowers
le,プラデッロ,Puraderro
jacta,ヤクタ,Yakuta
sixteen,トゥエンティー,Twenty
tanguero,タングエロ,Tanguero
radikon,ラディコン,Radikon
fils,マリウス,Marius
lamole,ラモーレ,Ramore
des,アルザス,Alsace
post,ポスト,Post
wayfarer,ウェイフェアラー,Way Fair error
briailles,ヴェルジュレス,Verjuice less
moriles,モリレス,Moriresu
us,シアーズ,Sears
colheita,コルヘイタ,Koruheita
flick,フリック,Flick
sale,ソレール,Soler
chapelle,シャペル,Chapel
regional,レジオナル,Centre Commercial les
rotei,ロティ,Loti
sed,デ,De
ranch,タカハ,Takaha
glenburgie,グレンバーギ,Gurenbagi
ciliegio,チリエージョ,Chiriejo
sandorone,サンドローネ,Sandorone
winery,アンドリュー,Andrew
florio,リオ,Rio
puisseguin,ピュイスガン,Pyuisugan
vosne,ヴァンサン,Vincent
latriciere,ルイ,Louis
valpolicella,スペリオーレ,Superiore
vigneto,ヴェネト,Veneto
chavaliers,ビズアール,Bizuaru
lot,ロト,Lot
colar,ソラール,Solar
ran,キラーマンズラン,Killer Man's run
coterie,コテリー,Koteri
cap,キャップ,Cap
castle,セントラルコースト,Central Coast
sostrera,ソストレラ,Sosutorera
alla,アラ,Ara
fanny,ヴィーニュ,Vignes
aurelien,オレリアン,Orerian
cloria,グロリア,Gloria
priore,プリオーレ,Puriore
canvas,カンヴァス,Canvas
trexenta,テヌーテ,Tenute
buonvicino,ブオンヴィチーノ,Buon Vie Ticino
orientali,オリエンターリ,Orientari
villa,ヴィラマリア,Villa Maria
tradhitionnelle,ベルナール,Bernhardt
lagganmill,ラガンミル,Raganmiru
caves,ケイヴス,Keivusu
igt,ボッター,Botta
mommessin,マグナムサイズ,Magnum size
case,カーセ,Kase
dalca,ダルッカ,Darukka
pineapple,パイナップル,Pineapple
orchestra,オーケストラ,Orchestra
giordano,ジョルダーノ,Giordano
cuvee,ボア,Bore
brecciarolo,ブレッチャローロ,Breccia Loro
dynastie,ダイナスティ,Dynasty
nv,ベー,Base
scloss,リーザー,Riza
kawahc,シコ,Chico
lafontan,ラォンタン,Ra~ontan
prieure,ラ,La
sciaranuova,シャラヌオーヴァ,Shara Nuova
peated,ピーティード,Pitido
doc,キッカ,Kicker
marcanda,カマルカンダ,Kamarukanda
eacute,コート,Court
asiaticus,アジアティクス,Asia caustics
alvear,アルベアル,Alvear
funtani,フンターニ,Funtani
grappolo,グラッポロ,Gurapporo
rance,オーガニック,Organic
levroute,ルヴルーテ,Ruvurute
wines,クロラシャンスワインズ,Crawlers Chancelade Wines
cotedral,カテドラル,Cathedral
aszu,アスー,Asu
vv,ラヴ,Love
flower,ノワール,Noir
en,レオニャン,Reonyan
jenesse,ジュネス,Jeunesse
uiduzu,ウルドゥス,Urudo~usu
agr,ラ,La
foxglove,フォクスグローブ,Fox Grove
frescobardimondavi,モンダヴィ,Mondavi
fernandez,フェルナンデス,Fernandez
nove,ノーヴェ,Nove
candado,エルカンダド,Erukandado
saintferme,フェルム,Ferme
caluso,カルーゾ,Caluso
rivallon,リヴァロン,Rivu~aron
serene,セレーヌ,Serenu
jean,ジャン,Jean
luka,ルカ,Luca
auml,イスラエル,Israel
sadurni,サドゥルニ,Sado~uruni
neropuglia,プーリア,Puglia
bedrock,ロック,Rock
optimus,オプティマス,Optimus
banca,ブランカ,Blanca
piva,ピーヴァ,Pivu~a
heredias,エレディーアス,Erediasu
piaggione,ピアッジオーネ,Piajjione
estate,セット,Set
caleches,カレシェ,Kareshe
cataratto,カタラット,Kataratto
nicanor,ニカノール,Nicanor
cheninn,シュナン,Chenin
tasca,タスカ,Tasca
mizunara,ミズナラ,Grosseserrata
asso,アソ,Aso
falstaff,スタッフ,Staff
rosado,サード,Third
cone,コーヌ,Konu
osan,サン,San
prager,シュタインリーグル,Stein league Lumpur
les,リズ,Liz
oka,ココア,Cocoa
maitres,ロゼ,Rose
fourvielle,フォルヴィエル,Folder Viel
medaille,ロ,Russia
cool,レイ,Ray
vertliner,フェルトリーナー,Lina felt over
spumantevgran,グラン,Gran
tvishi,トゥヴィシ,To~uvu~ishi
ouille,ピエール,Pierre
lobeita,ロベティア,Robetia
satin,サテン,Satin
caparros,カパロス,Caparrós
davola,ダヴォラ,Davu~ora
pavia,パヴィーア,Pavia
tribianco,トリビアンコ,Trivia Nko
frisant,フリザンテ,Furizante
cra,クラ,Kula
rumon,ルモン,Rumon
grazie,メッセール,Messer
batar,バタール,Bataru
cantegril,カントグリル,Kant grill
stile,スティーレ,Stille
patrick,トリック,Trick
brioso,ブリオソ,Burioso
cazar,シャスール,Chasseur
rock,ニッケル,Nickel
collefrisio,ゼロ,Zero
taurus,タウラス,Taurus
mcdavid,マックデヴィッド,Mack David
famillie,レイ,Ray
dundee,ダンディー,Dundee
terra,テール,Tail
sauvignon,ジョヴァンニ,Giovanni
replica,レプリカ,Replica
manenti,マネンティ,Manenti
vines,ヴィントナーズ,Vintners
petrosa,ペトローザ,Petoroza
tarentelles,タレンテッレ,Tarenterre
gorch,ゴルチ,Goruchi
sale,グローリー,Glory
cune,クネ,Kune
marzia,ロゼ,Rose
povegliano,ポヴェリアーノ,Povegliano
nikkei,ランク,Rank
chehalem,チェハレム,Cheharemu
pergolaia,ペルゴライア,Perugoraia
petroio,ペトロイオ,Petoroio
elevage,エレバージュ,Erebaju
metz,メッツ,Metz
montan,タン,Tan
muna,ムナ,Muna
br,クラーラ,Clara
uartet,カルテット,Quartet
zonin,ゾーニン,Zoning
amazing,マガジン,Magazine
pine,パイン,Pine
sale,アンセストラル,Ansesutoraru
barroche,シグナチュール,Sig Nachuru
farms,ファームズ,Farms
riesling,イェズイーテンガルテンリースリング,Ye's E-Ten Garten Riesling
dubreuil,ラベル,Label
dark,アフリカ,Africa
martinelli,マルティネッリ,Martinelli
godome,ゴドメ,Godome
lombra,ロンブラ,Ronbura
poggiopiano,ポッジョピアーノ,Poggio Piano
venezia,ブラソン,Burason
yelloween,ハロウィン,Halloween
almansa,アルマンサ,Almansa
parco,パルコ,Parco
ligondras,リゴンドラス,Rigondorasu
brut,ロバート,Robert
baroncole,バロンコレ,Baronkore
vinicola,マルカリーニ,Marukarini
briseau,ブリゾー,Burizo
suntor,サントリー,Suntory Ltd.
slatnik,ストラニック,Stra Nick
cesari,チェザーリ,Cesari
field,フィールド,Field
dunhill,ヒル,Hill
aoc,セック,Sec
nave,ナヴェ,Navu~e
valle,リンダフロール,Linda Flor
dla,ドゥラ,Dura
languedoc,ラングドック,Languedoc
zone,シーズン,Season
malt,カフェモルト,Cafe Malt
trois,クローズ,Close
martin,マルタン,Martin
frosca,フロスカ,Furosuka
series,バロッサ,Barossa
rousseau,ルソー,Rousseau
saiga,サイガ,Saiga
montdespic,モンデスピック,Monde Spick
kodo,コドウ,Beat
crouze,クルーズ,Cruise
migoua,ミグア,Migua
vendange,ダンジュ,Differdange
nuthouse,ハウス,House
zealand,アイランド,Island
